epoch,reward,policy_loss,value_loss,entropy_loss,total_loss,computation_cost,transmission_cost,delay_penalty,training_time,agent_type,params,inference_time,estimated_cost,steps_per_episode,n_agents,agent_0_policy_loss,agent_0_value_loss,agent_0_entropy_loss
12,-0.7222961152470891,-0.0021254720631986856,7072.84814453125,0.6930784583091736,7072.152940600878,0.0,0.0,0.0,2.8341970443725586,MAPPO,0,0,2.0833500000000003e-05,1000,1,-0.0021254720631986856,7072.84814453125,0.6930784583091736
13,-0.4243714300167315,-0.0017718167509883642,7842.85302734375,0.6930488348007202,7842.158206692198,0.0,0.0,0.0,2.9301702976226807,MAPPO,0,0,2.0833500000000003e-05,1000,1,-0.0017718167509883642,7842.85302734375,0.6930488348007202
14,-1.7256279417505311,-0.0017188496422022581,8743.59375,0.6929993629455566,8742.899031787412,0.0,0.0,0.0,2.9793612957000732,MAPPO,0,0,2.0833500000000003e-05,1000,1,-0.0017188496422022581,8743.59375,0.6929993629455566
15,-0.7516187573128909,-0.0015067977365106344,7193.2138671875,0.6929388046264648,7192.519421585137,0.0,0.0,0.0,2.8830130100250244,MAPPO,0,0,2.0833500000000003e-05,1000,1,-0.0015067977365106344,7193.2138671875,0.6929388046264648
16,-0.7650976536099195,-0.0015536678256466985,7678.1875,0.6928565502166748,7677.493089781958,0.0,0.0,0.0,2.984380006790161,MAPPO,0,0,2.0833500000000003e-05,1000,1,-0.0015536678256466985,7678.1875,0.6928565502166748
17,-9.997610063841083,-0.0010867182863876224,7184.80126953125,0.692767322063446,7184.1074154909,0.0,0.0,0.0,3.0118653774261475,MAPPO,0,0,2.0833500000000003e-05,1000,1,-0.0010867182863876224,7184.80126953125,0.692767322063446
18,-10.533795034714252,-0.0008800883078947663,7132.47509765625,0.6926277279853821,7131.781589839957,0.0,0.0,0.0,2.8986618518829346,MAPPO,0,0,2.0833500000000003e-05,1000,1,-0.0008800883078947663,7132.47509765625,0.6926277279853821
19,-8.91687634469335,-0.0005513262585736811,8468.5859375,0.6924788951873779,8467.892907278554,0.0,0.0,0.0,3.0830116271972656,MAPPO,0,0,2.0833500000000003e-05,1000,1,-0.0005513262585736811,8468.5859375,0.6924788951873779
20,-8.65928536595971,0.00024720453075133264,7677.7099609375,0.6922873854637146,7677.017920756567,0.0,0.0,0.0,2.9148411750793457,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.00024720453075133264,7677.7099609375,0.6922873854637146
21,-8.376687372316491,0.0005916052032262087,7353.80712890625,0.6920416355133057,7353.11567887594,0.0,0.0,0.0,2.9216794967651367,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.0005916052032262087,7353.80712890625,0.6920416355133057
22,-1.0384735798009346,0.0006656496552750468,7966.44921875,0.6917780041694641,7965.758106395486,0.0,0.0,0.0,2.907672166824341,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.0006656496552750468,7966.44921875,0.6917780041694641
23,-0.42112954409499237,0.0016165125416591763,7217.2490234375,0.6914017796516418,7216.55923817039,0.0,0.0,0.0,3.5015709400177,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.0016165125416591763,7217.2490234375,0.6914017796516418
24,-0.39261072628591875,0.002027470152825117,6035.916015625,0.6910320520401001,6035.227011043113,0.0,0.0,0.0,3.8001253604888916,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.002027470152825117,6035.916015625,0.6910320520401001
25,-1.0626381989266949,0.002766936318948865,6471.04638671875,0.690436840057373,6470.358716815012,0.0,0.0,0.0,3.9081292152404785,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.002766936318948865,6471.04638671875,0.690436840057373
26,-1.0626292621268147,0.00378044112585485,7114.6640625,0.6899285912513733,7113.9779143498745,0.0,0.0,0.0,3.311694622039795,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.00378044112585485,7114.6640625,0.6899285912513733
27,-0.4521152101619188,0.004702413454651833,7301.63232421875,0.6893174648284912,7300.947709167376,0.0,0.0,0.0,3.25093674659729,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.004702413454651833,7301.63232421875,0.6893174648284912
28,-1.0468941029126912,0.005747066345065832,6778.7109375,0.688520610332489,6778.028163956013,0.0,0.0,0.0,3.1927125453948975,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.005747066345065832,6778.7109375,0.688520610332489
29,-8.63672275537996,0.007370860781520605,6397.0263671875,0.6876425743103027,6396.346095473971,0.0,0.0,0.0,3.380160093307495,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.007370860781520605,6397.0263671875,0.6876425743103027
30,-0.729563002215682,0.008108177222311497,6296.89404296875,0.6865745782852173,6296.215576567687,0.0,0.0,0.0,3.4066877365112305,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.008108177222311497,6296.89404296875,0.6865745782852173
31,-1.7113648639309456,0.008534440770745277,5644.71630859375,0.6855543851852417,5644.0392886493355,0.0,0.0,0.0,2.9526171684265137,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.008534440770745277,5644.71630859375,0.6855543851852417
32,-11.969931085485674,0.009618112817406654,6513.375,0.6841554641723633,6512.700462648645,0.0,0.0,0.0,3.0566728115081787,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.009618112817406654,6513.375,0.6841554641723633
33,-0.7249229540089468,0.011406864039599895,5428.8564453125,0.6826581954956055,5428.185193981044,0.0,0.0,0.0,3.0254769325256348,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.011406864039599895,5428.8564453125,0.6826581954956055
34,-1.061419171104888,0.01173965074121952,5351.8193359375,0.6809782981872559,5351.150097290054,0.0,0.0,0.0,3.037104368209839,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.01173965074121952,5351.8193359375,0.6809782981872559
35,-0.7388391392889965,0.01347664650529623,4644.22998046875,0.6788275837898254,4643.5646295314655,0.0,0.0,0.0,3.1591808795928955,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.01347664650529623,4644.22998046875,0.6788275837898254
36,-0.411584706726835,0.01596156693994999,4497.60302734375,0.6765811443328857,4496.942407766357,0.0,0.0,0.0,2.992084503173828,MAPPO,0,0,2.0833500000000003e-05,1000,1,0.01596156693994999,4497.60302734375,0.6765811443328857
