epoch,reward,policy_loss,value_loss,entropy_loss,total_loss,computation_cost,transmission_cost,delay_penalty,training_time,agent_type,params,inference_time,estimated_cost,steps_per_episode,n_agents,agent_0_policy_loss,agent_0_value_loss,agent_0_entropy_loss,agent_1_policy_loss,agent_1_value_loss,agent_1_entropy_loss,agent_2_policy_loss,agent_2_value_loss,agent_2_entropy_loss
13,-3.8088048933083694,-0.002351917481670777,7864.596842447917,0.692832370599111,7863.901658159836,0.0,0.0,0.0,18.29666042327881,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.0033307895064353943,7861.72216796875,0.6930500864982605,-0.006052833516150713,8339.4853515625,0.6931236386299133,0.0023278705775737762,7392.5830078125,0.6923233866691589
14,-4.783069053295753,-0.0021259465720504522,7861.351399739583,0.6927855014801025,7860.656488291531,0.0,0.0,0.0,16.873490810394287,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.004908792674541473,7174.66943359375,0.6930446624755859,-0.0048906258307397366,9196.9921875,0.6931099891662598,0.0034215787891298532,7212.392578125,0.6922018527984619
15,-6.228928657616149,-0.001507481870551904,7314.841145833333,0.6927128036816915,7314.146925547781,0.0,0.0,0.0,19.860262155532837,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.0033686140086501837,7837.89599609375,0.6930443048477173,-0.0038976825308054686,7355.04443359375,0.6930872797966003,0.00274385092779994,6751.5830078125,0.6920068264007568
16,-5.011946968710765,-0.0012725099610785644,7679.228190104167,0.6926153699556986,7678.53430222425,0.0,0.0,0.0,8.518901586532593,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.00475336704403162,7905.7646484375,0.6930397152900696,-0.003506059292703867,8058.5908203125,0.6930558085441589,0.004441896453499794,7073.3291015625,0.6917505860328674
17,-0.7205245907909316,-0.0009868669634064038,7676.640787760417,0.6925307512283325,7675.9472701422255,0.0,0.0,0.0,8.61993956565857,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.0037665320560336113,7733.076171875,0.6930361986160278,-0.0037164301611483097,8277.1025390625,0.6930072903633118,0.004522361326962709,7019.74365234375,0.691548764705658
18,-0.7466656800603159,-0.0005695786482344071,6948.404459635417,0.6924225091934204,6947.711467547575,0.0,0.0,0.0,8.663744926452637,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.0035201970022171736,6911.52587890625,0.6930292844772339,-0.00333107216283679,6681.12890625,0.6929536461830139,0.005142533220350742,7252.55859375,0.6912845969200134
19,-5.775707996676297,0.00043792238769431907,7809.131510416667,0.6922977765401205,7808.4396505625145,0.0,0.0,0.0,8.035089492797852,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.003244967432692647,7381.50830078125,0.6930195093154907,-0.002642128150910139,8953.341796875,0.692880392074585,0.007200862746685743,7092.54443359375,0.6909934282302856
20,-7.580733270484348,-0.000654647204404076,7911.020670572917,0.6921615401903788,7910.327854385522,0.0,0.0,0.0,8.83983564376831,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.0043205879628658295,8295.37890625,0.6930150985717773,-0.003036539303138852,8600.154296875,0.6927937269210815,0.005393185652792454,6837.52880859375,0.6906757950782776
21,-0.7398987562285523,1.0830505440632503e-06,7496.340169270833,0.691987156867981,7495.648183197016,0.0,0.0,0.0,14.311724185943604,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.004462061915546656,8041.423828125,0.6929947733879089,-0.0020882824901491404,8433.2431640625,0.6926642656326294,0.006553593557327986,6014.353515625,0.6903024315834045
22,-2.7014030510806437,0.0008067556967337927,7524.246907552083,0.691784938176473,7523.555929369603,0.0,0.0,0.0,17.908743858337402,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.0036462340503931046,7818.162109375,0.6929891705513,-0.0017979629337787628,7850.20166015625,0.6925120949745178,0.007864464074373245,6904.376953125,0.6898535490036011
23,-7.2581366112899826,0.00157373280186827,7281.142740885417,0.691568652788798,7280.45274596543,0.0,0.0,0.0,15.258301258087158,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.0036256180610507727,8069.3583984375,0.6929630041122437,-0.0006559016765095294,7254.486328125,0.6923311948776245,0.009002718143165112,6519.58349609375,0.6894117593765259
24,-3.935222500167134,0.0021059033654940626,7203.163736979167,0.691371222337087,7202.474471660195,0.0,0.0,0.0,16.897088050842285,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.0037919541355222464,7956.091796875,0.692967414855957,-0.00012828659964725375,7456.52001953125,0.6921222805976868,0.010237950831651688,6196.87939453125,0.6890239715576172
25,-6.387872306024081,0.0022373832180164754,7581.772135416667,0.6910725434621176,7581.083300256423,0.0,0.0,0.0,16.336915969848633,MAPPO,0,0,2.0833500000000003e-05,1000,3,-0.0027369847521185875,7693.201171875,0.6929463148117065,0.00030482077272608876,8146.173828125,0.6918730139732361,0.009144313633441925,6905.94140625,0.6883983016014099
