epoch,reward,policy_loss,value_loss,entropy_loss,total_loss,computation_cost,transmission_cost,delay_penalty,training_time,agent_type,params,inference_time,estimated_cost,steps_per_episode,n_agents,agent_0_policy_loss,agent_0_value_loss,agent_0_entropy_loss,agent_1_policy_loss,agent_1_value_loss,agent_1_entropy_loss,agent_2_policy_loss,agent_2_value_loss,agent_2_entropy_loss
10,-2.438370248758748,0.005265738271797697,7096.358235677083,0.6923237045605978,7095.671177710795,0.0,0.0,0.0,4.139288425445557,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.010167885571718216,5801.73779296875,0.6915812492370605,0.008889312855899334,7309.9072265625,0.6924795508384705,-0.0032599836122244596,8177.4296875,0.6929103136062622
11,-1.0637343498778422,0.006220255279913545,6765.326171875,0.6921879251797994,6764.6402042051,0.0,0.0,0.0,4.299605846405029,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.010811186395585537,6016.50390625,0.6914942860603333,0.009970583021640778,6940.05517578125,0.6923139691352844,-0.0021210035774856806,7339.41943359375,0.6927555203437805
12,-4.082636156882249,0.006652741498934726,7427.982421875,0.6920346220334371,7427.297039994466,0.0,0.0,0.0,4.378301620483398,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.010180594399571419,6309.80322265625,0.6914014220237732,0.011066296137869358,7772.89794921875,0.6921504139900208,-0.001288666040636599,8201.24609375,0.6925520300865173
13,-3.225025129174565,0.008763805157893026,7255.434733072917,0.6918426156044006,7254.751654262471,0.0,0.0,0.0,4.304273366928101,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.013461664319038391,6903.216796875,0.6913052797317505,0.013131354935467243,8017.10546875,0.6918905377388,-0.0003016037808265537,6845.98193359375,0.6923320293426514
14,-6.792099194323617,0.008884409539556751,6433.069173177083,0.6916426420211792,6432.386414944602,0.0,0.0,0.0,4.376681566238403,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.012196848168969154,6369.0859375,0.6911816000938416,0.013721488416194916,6460.8828125,0.6917071342468262,0.0007348920335061848,6469.23876953125,0.6920391917228699
15,-3.5850912550217524,0.007804822564745943,7172.622721354167,0.6913774410883585,7171.939148735643,0.0,0.0,0.0,4.206927537918091,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.010761823505163193,8296.138671875,0.6910947561264038,0.010487720370292664,5995.068359375,0.6914293169975281,0.002164923818781972,7226.6611328125,0.6916082501411438
16,-5.260923179084405,0.00847321329638362,6127.853841145833,0.691083292166392,6127.171231066963,0.0,0.0,0.0,4.208599805831909,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.008571390993893147,6401.65185546875,0.6909562945365906,0.013087814673781395,6019.00439453125,0.6910983920097351,0.0037604342214763165,5962.9052734375,0.6911951899528503
17,-1.7062871478855506,0.01011285992960135,6337.755859375,0.6907405455907186,6337.0752316893395,0.0,0.0,0.0,5.853341579437256,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.009018486365675926,6083.1591796875,0.6908397078514099,0.016494108363986015,5353.81640625,0.6907109618186951,0.004825985059142113,7576.2919921875,0.6906709671020508
18,-1.6912806688999575,0.011886627258112034,6682.890462239583,0.6903281211853027,6682.2120207456555,0.0,0.0,0.0,5.635479927062988,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.011969644576311111,5919.86181640625,0.6906478404998779,0.016411738470196724,7168.22021484375,0.6903177499771118,0.007278498727828264,6960.58935546875,0.6900187730789185
19,-0.7496603369831643,0.012719333482285341,6502.903645833333,0.6898400783538818,6502.226525088461,0.0,0.0,0.0,4.758751392364502,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.013299135491251945,6807.93701171875,0.6904748678207397,0.01578548736870289,6417.73095703125,0.6897663474082947,0.009073377586901188,6283.04296875,0.6892790198326111
20,-0.7374413003865127,0.012502359226346016,6016.053548177083,0.6893388231595358,6015.37671171315,0.0,0.0,0.0,4.771846771240234,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.010538174770772457,6347.25390625,0.6902837157249451,0.017330089583992958,5872.171875,0.6893060207366943,0.009638813324272633,5828.73486328125,0.6884267330169678
21,-0.44244230069099205,0.01326584288229545,6258.215983072917,0.6887607971827189,6257.540488118616,0.0,0.0,0.0,5.080286741256714,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.01145873125642538,6190.74560546875,0.6901144981384277,0.019145984202623367,5744.04296875,0.6886612176895142,0.0091928131878376,6839.859375,0.6875066757202148
22,-3.477636829647885,0.014998802604774633,5675.048828125,0.6880099177360535,5674.375817009869,0.0,0.0,0.0,4.4278717041015625,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.010801905766129494,5981.271484375,0.6898287534713745,0.02189484052360058,5825.51708984375,0.6879293322563171,0.01229966152459383,5218.35791015625,0.6862716674804688
23,-8.144118613860847,0.01638761628419161,5420.500325520833,0.6872993508974711,5419.829413786219,0.0,0.0,0.0,4.36567759513855,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.012466083280742168,5730.67626953125,0.6895681023597717,0.02080257050693035,5076.16064453125,0.6872267723083496,0.015894195064902306,5454.6640625,0.685103178024292
24,-0.3997253690661895,0.0185334204385678,5884.02099609375,0.6864291826883951,5883.3531003315,0.0,0.0,0.0,4.525890588760376,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.01567227393388748,6703.92236328125,0.6892523169517517,0.02271038293838501,5392.31982421875,0.686303973197937,0.0172176044434309,5555.82080078125,0.6837312579154968
25,-4.469563142871427,0.019424588109056156,5427.59619140625,0.6854675610860189,5426.930148433274,0.0,0.0,0.0,4.451470375061035,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.014576638117432594,5881.173828125,0.6888971328735352,0.025673236697912216,4685.458984375,0.6852268576622009,0.018023889511823654,5716.15576171875,0.6822786927223206
26,-2.9382669640753134,0.01889411297937234,5277.74169921875,0.6842906276384989,5277.07630270409,0.0,0.0,0.0,4.25254225730896,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.01566503755748272,6058.5380859375,0.688507080078125,0.02330516092479229,5171.603515625,0.6839902997016907,0.017712140455842018,4603.08349609375,0.6803745031356812
27,-3.4387405560699005,0.01917973378052314,4927.772786458333,0.6830266714096069,4927.108939520704,0.0,0.0,0.0,4.108514308929443,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.01380313653498888,5493.35986328125,0.6881000995635986,0.025424480438232422,4986.27001953125,0.68254554271698,0.01831158436834812,4303.6884765625,0.6784343719482422
28,-3.687734489725132,0.024255992223819096,5414.4296875,0.6816197633743286,5413.772323728849,0.0,0.0,0.0,4.197502374649048,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.014481224119663239,6929.41357421875,0.6875997185707092,0.03138568252325058,4931.11328125,0.6810476779937744,0.026901070028543472,4382.76220703125,0.6762118935585022
29,-6.996646072621837,0.024460080390175182,5420.355305989583,0.680026094118754,5419.699739975854,0.0,0.0,0.0,4.312447786331177,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.015830714255571365,6358.642578125,0.6870896816253662,0.032065220177173615,5611.4482421875,0.6789550185203552,0.02548430673778057,4290.97509765625,0.6740335822105408
30,-5.256160057674519,0.025862034410238266,4866.557779947917,0.6780398686726888,4865.905602113655,0.0,0.0,0.0,4.186595916748047,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.015691814944148064,5587.44677734375,0.6863992214202881,0.033480942249298096,4491.9970703125,0.6770959496498108,0.02841334603726864,4520.2294921875,0.6706244349479675
31,-3.4715139448690056,0.030664026116331417,4720.39794921875,0.6758772929509481,4719.752735951915,0.0,0.0,0.0,4.177380323410034,MAPPO,0,0,2.0833500000000003e-05,1000,3,0.019435441121459007,5528.11181640625,0.6858161687850952,0.0404803492128849,4501.35693359375,0.6743868589401245,0.032076288014650345,4131.72509765625,0.6674288511276245
